Latitude (decimal degrees):	40.202
Longitude (decimal degrees):	-76.735
Elevation (m):	111
Radiation database:	PVGIS-NSRDB


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20150818:0800,0.0,0.0,23.52,1.72,0.0
20150818:0900,0.0,0.0,23.13,1.66,0.0
20150818:1000,0.0,0.0,22.72,1.66,0.0
20150818:1100,28.98,6.44,22.58,1.52,0.0
20150818:1200,162.57,17.8,23.77,1.52,0.0
20150818:1300,313.82,29.23,25.42,1.45,0.0
20150818:1400,489.14,40.37,27.51,1.59,0.0
20150818:1500,536.91,50.62,29.29,1.93,0.0
20150818:1600,745.75,58.83,30.44,2.48,0.0
20150818:1700,776.39,62.86,30.62,2.83,0.0
20150818:1800,662.79,60.88,31.33,2.97,0.0
20150818:1900,708.81,53.88,27.49,2.21,0.0
20150818:2000,169.36,44.18,27.95,2.34,0.0
20150818:2100,222.9,33.27,28.12,2.55,0.0
20150818:2200,55.57,21.89,27.95,2.62,0.0
20150818:2300,54.88,10.47,27.35,2.14,0.0
20150819:0000,0.0,0.0,26.4,1.79,0.0
20150819:0100,0.0,0.0,25.42,1.93,0.0
20150819:0200,0.0,0.0,24.74,2.0,0.0
20150819:0300,0.0,0.0,24.16,2.0,0.0
20150819:0400,0.0,0.0,23.74,2.07,0.0
20150819:0500,0.0,0.0,23.43,2.07,0.0
20150819:0600,0.0,0.0,23.33,2.0,0.0
20150819:0700,0.0,0.0,23.07,2.07,0.0
20150819:0800,0.0,0.0,22.73,2.0,0.0
20150819:0900,0.0,0.0,22.53,1.93,0.0
20150819:1000,0.0,0.0,22.27,1.86,0.0
20150819:1100,28.98,6.28,22.09,1.79,0.0
20150819:1200,64.39,17.64,22.77,1.79,0.0
20150819:1300,107.61,29.07,23.87,2.28,0.0
20150819:1400,182.1,40.19,25.55,2.62,0.0
20150819:1500,358.41,50.41,27.26,2.48,0.0
20150819:1600,390.24,58.56,28.28,3.03,0.0
20150819:1700,457.23,62.54,29.31,3.24,0.0
20150819:1800,343.11,60.56,29.7,3.45,0.0
20150819:1900,840.75,53.58,30.64,3.52,0.0
20150819:2000,132.3,43.91,30.54,3.59,0.0
20150819:2100,470.68,33.02,29.78,3.72,0.0
20150819:2200,160.42,21.65,28.92,4.07,0.0
20150819:2300,49.22,10.23,27.82,3.59,0.0
20150820:0000,0.0,0.0,26.63,3.31,0.0
20150820:0100,0.0,0.0,25.77,3.1,0.0
20150820:0200,0.0,0.0,25.16,2.9,0.0
20150820:0300,0.0,0.0,24.63,2.55,0.0
20150820:0400,0.0,0.0,24.15,2.34,0.0
20150820:0500,0.0,0.0,23.83,2.34,0.0
20150820:0600,0.0,0.0,23.38,2.34,0.0
20150820:0700,0.0,0.0,23.18,3.03,0.0
20150820:0800,0.0,0.0,22.7,3.1,0.0
20150820:0900,0.0,0.0,22.66,3.31,0.0
20150820:1000,0.0,0.0,22.43,2.97,0.0
20150820:1100,5.64,6.12,22.31,2.69,0.0
20150820:1200,168.96,17.49,22.44,2.62,0.0
20150820:1300,139.56,28.91,22.95,3.52,0.0
20150820:1400,77.62,40.02,24.26,2.62,0.0
20150820:1500,109.37,50.2,25.65,3.1,0.0
20150820:1600,199.08,58.29,25.49,2.76,0.0
20150820:1700,129.34,62.22,27.07,3.86,0.0
20150820:1800,50.28,60.23,27.44,3.86,0.0
20150820:1900,49.39,53.29,24.23,3.24,0.0
20150820:2000,320.09,43.64,23.42,2.76,0.0
20150820:2100,161.3,32.76,23.24,2.14,0.0
20150820:2200,30.87,21.4,23.43,1.66,0.0
20150820:2300,36.16,9.97,23.72,1.66,0.0
20150821:0000,0.0,0.0,23.46,1.24,0.0
20150821:0100,0.0,0.0,22.92,1.1,0.0
20150821:0200,0.0,0.0,22.19,0.83,0.0
20150821:0300,0.0,0.0,21.97,0.9,0.0
20150821:0400,0.0,0.0,21.81,0.76,0.0
20150821:0500,0.0,0.0,21.25,0.83,0.0
20150821:0600,0.0,0.0,21.02,1.24,0.0
20150821:0700,0.0,0.0,20.01,2.28,0.0
20150821:0800,0.0,0.0,19.37,2.34,0.0
20150821:0900,0.0,0.0,18.73,2.34,0.0
20150821:1000,0.0,0.0,18.24,2.28,0.0
20150821:1100,28.98,5.95,18.13,2.14,0.0
20150821:1200,182.94,17.33,19.27,1.86,0.0
20150821:1300,422.81,28.75,21.08,2.34,0.0
20150821:1400,655.27,39.84,22.64,2.97,0.0
20150821:1500,845.06,49.99,23.71,2.55,0.0
20150821:1600,974.12,58.02,24.9,2.21,0.0
20150821:1700,1027.3,61.9,25.94,2.14,0.0
20150821:1800,1001.24,59.9,26.8,2.14,0.0
20150821:1900,897.6,52.98,26.94,1.86,0.0
20150821:2000,725.34,43.37,27.3,2.0,0.0
20150821:2100,503.59,32.5,27.22,2.14,0.0
20150821:2200,260.48,21.15,26.66,2.14,0.0
20150821:2300,49.84,9.72,25.36,1.59,0.0
20150822:0000,0.0,0.0,23.54,1.86,0.0
20150822:0100,0.0,0.0,22.1,1.93,0.0
20150822:0200,0.0,0.0,21.19,2.07,0.0
20150822:0300,0.0,0.0,20.51,2.07,0.0
20150822:0400,0.0,0.0,19.89,2.14,0.0
20150822:0500,0.0,0.0,19.36,2.28,0.0
20150822:0600,0.0,0.0,18.86,2.34,0.0
20150822:0700,0.0,0.0,17.77,1.93,0.0
20150822:0800,0.0,0.0,17.22,1.93,0.0
20150822:0900,0.0,0.0,16.7,1.86,0.0
20150822:1000,0.0,0.0,16.2,1.79,0.0
20150822:1100,19.32,5.79,15.92,1.66,0.0
20150822:1200,185.36,17.17,17.74,1.31,0.0
20150822:1300,428.31,28.59,20.13,1.66,0.0
20150822:1400,662.64,39.66,21.87,1.93,0.0
20150822:1500,855.09,49.77,23.12,2.0,0.0
20150822:1600,983.3,57.75,24.29,1.86,0.0
20150822:1700,1035.41,61.57,25.38,1.72,0.0
20150822:1800,1005.87,59.56,26.22,1.59,0.0
20150822:1900,899.79,52.67,26.09,1.72,0.0
20150822:2000,725.1,43.09,26.36,1.66,0.0
20150822:2100,502.02,32.24,26.27,1.59,0.0
20150822:2200,258.63,20.89,25.82,1.52,0.0
20150822:2300,48.78,9.46,24.58,1.24,0.0
20150823:0000,0.0,0.0,22.99,1.66,0.0
20150823:0100,0.0,0.0,21.4,1.86,0.0
20150823:0200,0.0,0.0,20.3,1.93,0.0
20150823:0300,0.0,0.0,19.43,2.0,0.0
20150823:0400,0.0,0.0,18.66,2.0,0.0
20150823:0500,0.0,0.0,17.93,1.86,0.0
20150823:0600,0.0,0.0,17.24,1.66,0.0
20150823:0700,0.0,0.0,16.77,1.66,0.0
20150823:0800,0.0,0.0,16.3,1.72,0.0
20150823:0900,0.0,0.0,15.82,1.66,0.0
20150823:1000,0.0,0.0,15.4,1.66,0.0
20150823:1100,23.35,5.62,15.22,1.59,0.0
20150823:1200,174.76,17.01,17.43,0.9,0.0
20150823:1300,333.88,28.42,20.6,0.76,0.0
20150823:1400,551.71,39.48,22.59,0.9,0.0
20150823:1500,593.34,49.55,23.79,0.97,1.0
20150823:1600,821.5,57.47,24.97,0.76,0.0
20150823:1700,875.01,61.24,25.87,0.69,0.0
20150823:1800,811.75,59.22,26.47,0.69,0.0
20150823:1900,715.3,52.36,26.37,0.14,0.0
20150823:2000,549.92,42.8,26.86,0.62,0.0
20150823:2100,375.27,31.97,26.96,0.69,0.0
20150823:2200,250.27,20.63,26.73,0.69,0.0
20150823:2300,46.8,9.19,25.7,0.9,0.0
20150824:0000,0.0,0.0,24.26,1.72,0.0
20150824:0100,0.0,0.0,22.82,2.07,0.0
20150824:0200,0.0,0.0,21.64,2.14,0.0
20150824:0300,0.0,0.0,20.82,2.14,0.0
20150824:0400,0.0,0.0,20.22,2.0,0.0
20150824:0500,0.0,0.0,19.78,1.86,0.0
20150824:0600,0.0,0.0,19.45,1.79,0.0
20150824:0700,0.0,0.0,19.0,1.66,0.0
20150824:0800,0.0,0.0,18.64,1.59,0.0
20150824:0900,0.0,0.0,18.38,1.59,0.0
20150824:1000,0.0,0.0,18.18,1.52,0.0
20150824:1100,25.76,5.46,18.06,1.38,0.0
20150824:1200,174.25,16.85,20.22,0.97,0.0
20150824:1300,405.59,28.26,22.83,1.24,0.0
20150824:1400,629.56,39.29,25.0,1.24,0.0
20150824:1500,813.04,49.33,27.0,1.17,0.0
20150824:1600,935.94,57.19,28.71,1.17,0.0
20150824:1700,552.79,60.9,29.89,1.59,0.0
20150824:1800,715.15,58.88,30.18,2.21,0.0
20150824:1900,29.11,52.05,29.83,2.14,0.0
20150824:2000,536.05,42.51,29.97,2.34,0.0
20150824:2100,28.23,31.7,29.81,2.48,0.0
20150824:2200,242.43,20.36,28.86,2.21,0.0
20150824:2300,44.79,8.93,27.61,1.72,0.0
20150825:0000,0.0,0.0,26.33,2.14,0.0
20150825:0100,0.0,0.0,25.05,2.28,0.0
20150825:0200,0.0,0.0,24.22,2.14,0.0
20150825:0300,0.0,0.0,23.51,1.79,0.0
20150825:0400,0.0,0.0,22.75,1.59,0.0
20150825:0500,0.0,0.0,22.28,1.72,0.0
20150825:0600,0.0,0.0,21.96,2.0,0.0
20150825:0700,0.0,0.0,21.46,2.0,0.0
20150825:0800,0.0,0.0,20.93,1.72,0.0
20150825:0900,0.0,0.0,20.39,1.59,0.0
20150825:1000,0.0,0.0,19.26,1.72,0.0
20150825:1100,25.76,5.29,18.37,1.66,0.0
20150825:1200,183.44,16.69,19.65,1.24,0.0
20150825:1300,424.9,28.09,22.22,1.59,0.0
20150825:1400,658.55,39.11,23.58,1.86,0.0
20150825:1500,851.25,49.11,24.68,1.93,0.0
20150825:1600,980.69,56.91,25.77,2.07,0.0
20150825:1700,1032.73,60.57,26.67,2.14,0.0
20150825:1800,1005.27,58.53,27.36,2.21,0.0
20150825:1900,898.8,51.73,25.99,2.41,0.0
20150825:2000,723.44,42.22,26.25,2.34,0.0
20150825:2100,499.41,31.42,26.26,2.34,0.0
20150825:2200,161.94,20.09,25.79,2.28,0.0
20150825:2300,45.46,8.65,24.8,1.93,0.0
20150826:0000,0.0,0.0,23.2,1.86,0.0
20150826:0100,0.0,0.0,22.02,2.0,0.0
20150826:0200,0.0,0.0,21.2,2.14,0.0
20150826:0300,0.0,0.0,20.48,2.14,0.0
20150826:0400,0.0,0.0,19.86,2.07,0.0
20150826:0500,0.0,0.0,19.27,1.86,0.0
20150826:0600,0.0,0.0,18.76,1.66,0.0
20150826:0700,0.0,0.0,17.83,1.52,0.0
20150826:0800,0.0,0.0,17.48,1.45,0.0
20150826:0900,0.0,0.0,17.36,1.45,0.0
20150826:1000,0.0,0.0,17.56,1.45,0.0
20150826:1100,23.35,5.12,17.43,1.38,0.0
20150826:1200,182.18,16.53,18.06,1.59,0.0
20150826:1300,420.74,27.92,19.25,2.0,0.0
20150826:1400,652.09,38.92,20.5,1.86,0.0
20150826:1500,841.27,48.88,21.86,1.72,0.0
20150826:1600,643.23,56.63,22.6,1.79,0.0
20150826:1700,624.55,60.23,23.34,2.07,0.0
20150826:1800,327.74,58.18,23.44,2.28,0.0
20150826:1900,296.01,51.4,22.97,1.79,0.0
20150826:2000,191.42,41.92,23.13,1.86,0.0
20150826:2100,489.64,31.14,22.9,2.0,0.0
20150826:2200,247.77,19.82,22.68,1.93,0.0
20150826:2300,43.54,8.38,22.15,1.66,0.0
20150827:0000,0.0,0.0,21.12,1.59,0.0
20150827:0100,0.0,0.0,20.27,1.59,0.0
20150827:0200,0.0,0.0,19.56,1.59,0.0
20150827:0300,0.0,0.0,18.99,1.72,0.0
20150827:0400,0.0,0.0,18.59,1.86,0.0
20150827:0500,0.0,0.0,18.05,1.93,0.0
20150827:0600,0.0,0.0,17.36,1.79,0.0
20150827:0700,0.0,0.0,16.82,1.72,0.0
20150827:0800,0.0,0.0,16.34,1.72,0.0
20150827:0900,0.0,0.0,15.94,1.72,0.0
20150827:1000,0.0,0.0,15.45,1.72,0.0
20150827:1100,24.15,4.95,15.18,1.66,0.0
20150827:1200,183.27,16.37,16.65,1.72,0.0
20150827:1300,422.53,27.76,18.34,2.14,0.0
20150827:1400,653.21,38.73,20.09,2.07,0.0
20150827:1500,425.81,48.65,21.87,2.21,0.0
20150827:1600,966.25,56.34,22.85,2.21,0.0
20150827:1700,257.54,59.88,22.86,2.41,0.0
20150827:1800,516.96,57.83,23.44,2.55,0.0
20150827:1900,561.0,51.07,22.51,2.34,0.0
20150827:2000,373.89,41.62,22.62,2.14,0.0
20150827:2100,336.62,30.86,22.51,1.79,0.0
20150827:2200,118.36,19.54,22.13,1.1,0.0
20150827:2300,41.74,8.1,21.73,0.83,0.0
20150828:0000,0.0,0.0,20.74,0.83,0.0
20150828:0100,0.0,0.0,20.13,0.9,0.0
20150828:0200,0.0,0.0,19.78,0.9,0.0
20150828:0300,0.0,0.0,19.37,0.97,0.0
20150828:0400,0.0,0.0,19.05,1.1,0.0
20150828:0500,0.0,0.0,19.0,1.24,0.0
20150828:0600,0.0,0.0,18.62,1.31,0.0
20150828:0700,0.0,0.0,17.8,1.17,0.0
20150828:0800,0.0,0.0,17.16,1.31,0.0
20150828:0900,0.0,0.0,16.54,1.31,0.0
20150828:1000,0.0,0.0,15.8,1.24,0.0
20150828:1100,23.35,4.79,15.7,1.31,0.0
20150828:1200,185.0,16.2,17.53,0.83,0.0
20150828:1300,426.39,27.59,20.6,0.97,0.0
20150828:1400,658.79,38.54,22.07,0.62,0.0
20150828:1500,848.55,48.42,23.53,0.97,0.0
20150828:1600,974.64,56.05,24.39,1.1,0.0
20150828:1700,1026.67,59.54,25.47,0.97,0.0
20150828:1800,996.71,57.47,25.63,0.76,0.0
20150828:1900,889.98,50.74,24.52,0.97,0.0
20150828:2000,255.34,41.32,24.69,0.97,0.0
20150828:2100,490.63,30.57,24.81,0.9,0.0
20150828:2200,247.33,19.26,24.46,0.55,0.0
20150828:2300,41.34,7.82,24.12,0.62,0.0
20150829:0000,0.0,0.0,23.1,1.24,0.0
20150829:0100,0.0,0.0,22.05,1.38,0.0
20150829:0200,0.0,0.0,21.25,1.45,0.0
20150829:0300,0.0,0.0,20.28,1.45,0.0
20150829:0400,0.0,0.0,19.41,1.45,0.0
20150829:0500,0.0,0.0,18.68,1.52,0.0
20150829:0600,0.0,0.0,18.18,1.31,0.0
20150829:0700,0.0,0.0,16.85,1.66,0.0
20150829:0800,0.0,0.0,16.36,1.59,0.0
20150829:0900,0.0,0.0,15.95,1.45,0.0
20150829:1000,0.0,0.0,15.66,1.38,0.0
20150829:1100,22.54,4.62,15.72,1.45,0.0
20150829:1200,181.3,16.04,18.04,1.03,0.0
20150829:1300,290.31,27.41,21.3,1.45,0.0
20150829:1400,520.89,38.35,23.41,1.72,0.0
20150829:1500,718.37,48.19,25.34,1.86,0.0
20150829:1600,956.23,55.75,26.92,2.0,0.0
20150829:1700,1005.8,59.19,28.08,2.14,0.0
20150829:1800,975.83,57.11,28.6,1.93,0.0
20150829:1900,869.2,50.41,28.47,1.24,0.0
20150829:2000,695.99,41.01,29.39,1.38,0.0
20150829:2100,475.32,30.28,29.48,1.1,0.0
20150829:2200,191.35,18.98,29.16,1.03,0.0
20150829:2300,39.29,7.53,27.49,2.21,0.0
20150830:0000,0.0,0.0,25.23,2.69,0.0
20150830:0100,0.0,0.0,23.94,2.48,0.0
20150830:0200,0.0,0.0,22.99,2.28,0.0
20150830:0300,0.0,0.0,22.28,2.14,0.0
20150830:0400,0.0,0.0,21.68,2.07,0.0
20150830:0500,0.0,0.0,21.19,1.93,0.0
20150830:0600,0.0,0.0,20.68,1.86,0.0
20150830:0700,0.0,0.0,20.0,1.66,0.0
20150830:0800,0.0,0.0,19.47,1.66,0.0
20150830:0900,0.0,0.0,18.99,1.66,0.0
20150830:1000,0.0,0.0,18.66,1.59,0.0
20150830:1100,21.74,4.45,18.29,1.38,0.0
20150830:1200,178.21,15.87,19.95,0.76,0.0
20150830:1300,309.98,27.24,22.79,0.76,0.0
20150830:1400,524.11,38.15,25.41,0.69,0.0
20150830:1500,704.73,47.95,27.8,0.69,0.0
20150830:1600,793.29,55.46,29.58,0.97,0.0
20150830:1700,740.63,58.83,29.8,1.1,0.0
20150830:1800,639.09,56.75,30.58,1.52,0.0
20150830:1900,384.5,50.07,30.35,1.52,0.0
20150830:2000,581.73,40.7,30.43,1.72,0.0
20150830:2100,431.02,29.99,30.32,1.79,0.0
20150830:2200,189.08,18.69,29.93,1.59,0.0
20150830:2300,38.33,7.25,28.68,1.66,0.0
20150831:0000,0.0,0.0,27.0,2.14,0.0
20150831:0100,0.0,0.0,25.9,2.28,0.0
20150831:0200,0.0,0.0,25.09,2.34,0.0
20150831:0300,0.0,0.0,24.7,2.28,0.0
20150831:0400,0.0,0.0,24.26,2.21,0.0
20150831:0500,0.0,0.0,23.93,2.07,0.0
20150831:0600,0.0,0.0,23.33,1.93,0.0
20150831:0700,0.0,0.0,22.78,1.59,0.0
20150831:0800,0.0,0.0,22.18,1.59,0.0
20150831:0900,0.0,0.0,21.73,1.52,0.0
20150831:1000,0.0,0.0,21.55,1.72,0.0
20150831:1100,10.47,4.28,21.34,1.45,0.0
20150831:1200,52.04,15.71,21.42,1.17,0.0
20150831:1300,266.88,27.07,22.51,1.03,0.0
20150831:1400,478.21,37.95,23.71,1.31,0.0
20150831:1500,703.24,47.71,24.51,1.38,0.0
20150831:1600,833.66,55.16,26.24,1.72,0.0
20150831:1700,803.99,58.48,26.96,1.72,0.0
20150831:1800,831.75,56.38,28.55,1.66,0.0
20150831:1900,473.65,49.73,31.29,2.07,0.0
20150831:2000,498.71,40.38,31.41,2.21,0.0
20150831:2100,428.56,29.69,31.06,2.07,0.0
20150831:2200,216.06,18.4,30.66,1.66,0.0
20150831:2300,36.22,6.96,29.09,1.24,0.0
20150901:0000,0.0,0.0,27.12,1.31,0.0
20150901:0100,0.0,0.0,25.57,1.24,0.0
20150901:0200,0.0,0.0,24.47,1.45,0.0
20150901:0300,0.0,0.0,23.61,1.79,0.0
20150901:0400,0.0,0.0,22.85,1.79,0.0
20150901:0500,0.0,0.0,22.27,1.45,0.0
20150901:0600,0.0,0.0,21.64,1.1,0.0
20150901:0700,0.0,0.0,20.96,1.38,0.0
20150901:0800,0.0,0.0,20.32,1.45,0.0
20150901:0900,0.0,0.0,19.94,1.52,0.0
20150901:1000,0.0,0.0,19.83,1.66,0.0
20150901:1100,20.13,4.11,19.68,1.59,0.0
20150901:1200,179.28,15.54,21.36,0.97,0.0
20150901:1300,417.11,26.89,25.48,1.24,0.0
20150901:1400,646.64,37.76,27.18,1.59,0.0
20150901:1500,834.36,47.47,28.65,1.72,0.0
20150901:1600,959.41,54.86,30.0,1.79,0.0
20150901:1700,1007.82,58.12,31.16,1.72,0.0
20150901:1800,977.65,56.02,32.1,1.59,0.0
20150901:1900,869.37,49.38,32.23,1.24,0.0
20150901:2000,695.44,40.06,32.62,1.24,0.0
20150901:2100,472.43,29.39,32.51,1.24,1.0
20150901:2200,231.95,18.1,32.0,1.1,0.0
20150901:2300,35.18,6.66,30.43,0.76,0.0
20150902:0000,0.0,0.0,28.3,1.1,0.0
20150902:0100,0.0,0.0,26.52,1.1,0.0
20150902:0200,0.0,0.0,26.03,0.9,0.0
20150902:0300,0.0,0.0,25.43,0.69,0.0
20150902:0400,0.0,0.0,24.64,0.69,0.0
20150902:0500,0.0,0.0,24.66,0.55,0.0
20150902:0600,0.0,0.0,23.81,0.62,0.0
20150902:0700,0.0,0.0,21.14,0.9,0.0
20150902:0800,0.0,0.0,20.64,0.9,0.0
20150902:0900,0.0,0.0,20.75,0.76,0.0
20150902:1000,0.0,0.0,20.88,0.62,0.0
20150902:1100,12.88,3.94,20.64,0.69,0.0
20150902:1200,111.6,15.38,21.44,0.41,0.0
20150902:1300,414.64,26.72,25.34,0.69,0.0
20150902:1400,643.21,37.56,27.74,1.24,0.0
20150902:1500,703.16,47.23,29.43,1.72,0.0
20150902:1600,952.53,54.55,30.73,1.79,0.0
20150902:1700,999.65,57.76,31.89,1.79,0.0
20150902:1800,755.2,55.64,32.78,1.86,0.0
20150902:1900,858.77,49.03,32.61,1.93,0.0
20150902:2000,684.84,39.74,32.99,1.79,0.0
20150902:2100,463.05,29.08,32.41,1.59,0.0
20150902:2200,225.09,17.81,31.09,1.52,0.0
20150902:2300,33.2,6.37,28.88,2.62,0.0
20150903:0000,0.0,0.0,27.02,2.48,0.0
20150903:0100,0.0,0.0,25.73,2.28,0.0
20150903:0200,0.0,0.0,24.9,2.21,0.0
20150903:0300,0.0,0.0,24.45,2.0,0.0
20150903:0400,0.0,0.0,23.95,1.86,0.0
20150903:0500,0.0,0.0,23.48,1.79,0.0
20150903:0600,0.0,0.0,23.06,1.72,0.0
20150903:0700,0.0,0.0,22.4,1.45,0.0
20150903:0800,0.0,0.0,21.92,1.52,0.0
20150903:0900,0.0,0.0,21.6,1.59,0.0
20150903:1000,0.0,0.0,21.46,1.59,0.0
20150903:1100,18.52,3.77,21.3,1.59,0.0
20150903:1200,134.29,15.21,22.89,1.1,0.0
20150903:1300,414.31,26.54,25.93,1.52,0.0
20150903:1400,640.91,37.35,28.03,1.86,0.0
20150903:1500,826.43,46.98,29.67,1.86,0.0
20150903:1600,949.16,54.25,30.99,1.72,0.0
20150903:1700,996.33,57.4,31.98,1.59,0.0
20150903:1800,963.7,55.27,32.77,1.52,0.0
20150903:1900,855.27,48.68,32.11,1.03,0.0
20150903:2000,681.09,39.42,32.32,1.31,0.0
20150903:2100,460.21,28.78,32.28,1.31,0.0
20150903:2200,184.74,17.51,30.63,1.93,0.0
20150903:2300,31.83,6.07,28.68,1.93,0.0
20150904:0000,0.0,0.0,26.45,0.34,0.0
20150904:0100,0.0,0.0,25.51,1.17,0.0
20150904:0200,0.0,0.0,24.88,1.52,0.0
20150904:0300,0.0,0.0,24.23,1.38,0.0
20150904:0400,0.0,0.0,23.76,1.38,0.0
20150904:0500,0.0,0.0,23.38,1.45,0.0
20150904:0600,0.0,0.0,23.05,1.52,0.0
20150904:0700,0.0,0.0,23.14,1.72,0.0
20150904:0800,0.0,0.0,22.66,1.79,0.0
20150904:0900,0.0,0.0,22.16,1.79,0.0
20150904:1000,0.0,0.0,21.69,1.72,0.0
20150904:1100,17.71,3.6,21.26,1.59,0.0
20150904:1200,177.69,15.04,22.56,1.31,0.0
20150904:1300,412.8,26.36,24.97,1.52,0.0
20150904:1400,639.67,37.15,26.97,1.52,0.0
20150904:1500,824.24,46.73,28.8,1.45,0.0
20150904:1600,944.6,53.94,29.98,1.38,0.0
20150904:1700,990.54,57.04,31.07,1.45,0.0
20150904:1800,957.79,54.9,31.7,1.38,0.0
20150904:1900,849.26,48.33,31.77,1.93,0.0
20150904:2000,675.01,39.09,31.37,2.14,0.0
20150904:2100,369.84,28.47,30.88,2.41,0.0
20150904:2200,132.07,17.21,29.21,3.38,0.0
20150904:2300,30.6,5.77,27.32,2.9,0.0
20150905:0000,0.0,0.0,25.97,2.55,0.0
20150905:0100,0.0,0.0,25.06,2.34,0.0
20150905:0200,0.0,0.0,24.57,2.34,0.0
20150905:0300,0.0,0.0,24.06,2.41,0.0
20150905:0400,0.0,0.0,23.57,2.48,0.0
20150905:0500,0.0,0.0,23.08,2.69,0.0
20150905:0600,0.0,0.0,22.51,2.62,0.0
20150905:0700,0.0,0.0,22.33,1.86,0.0
20150905:0800,0.0,0.0,21.94,1.93,0.0
20150905:0900,0.0,0.0,21.39,1.79,0.0
20150905:1000,0.0,0.0,20.99,1.79,0.0
20150905:1100,4.03,3.43,20.76,1.86,0.0
20150905:1200,82.35,14.87,20.97,1.86,0.0
20150905:1300,206.82,26.18,21.86,1.52,0.0
20150905:1400,315.75,36.94,23.49,1.38,0.0
20150905:1500,587.53,46.48,25.16,1.52,0.0
20150905:1600,621.71,53.62,26.27,1.66,0.0
20150905:1700,995.65,56.67,27.49,1.72,0.0
20150905:1800,964.13,54.52,28.27,1.79,0.0
20150905:1900,857.82,47.97,27.32,1.45,0.0
20150905:2000,684.24,38.76,27.83,1.59,0.0
20150905:2100,462.31,28.15,27.84,1.66,0.0
20150905:2200,222.17,16.9,27.42,1.72,0.0
20150905:2300,25.34,5.46,26.53,1.66,0.0
20150906:0000,0.0,0.0,25.03,1.79,0.0
20150906:0100,0.0,0.0,23.97,1.79,0.0
20150906:0200,0.0,0.0,23.02,1.72,0.0
20150906:0300,0.0,0.0,22.34,1.72,0.0
20150906:0400,0.0,0.0,21.94,1.79,0.0
20150906:0500,0.0,0.0,21.65,1.79,0.0
20150906:0600,0.0,0.0,21.07,1.52,0.0
20150906:0700,0.0,0.0,20.17,1.17,0.0
20150906:0800,0.0,0.0,19.49,1.1,0.0
20150906:0900,0.0,0.0,18.87,1.1,0.0
20150906:1000,0.0,0.0,18.38,1.1,0.0
20150906:1100,16.1,3.26,17.99,0.97,0.0
20150906:1200,180.52,14.7,19.65,0.69,0.0
20150906:1300,418.7,26.0,21.73,0.76,0.0
20150906:1400,646.7,36.74,23.71,0.76,0.0
20150906:1500,831.87,46.23,25.82,0.83,0.0
20150906:1600,953.75,53.31,26.62,0.97,0.0
20150906:1700,818.81,56.3,28.09,1.03,0.0
20150906:1800,966.85,54.14,28.8,1.1,0.0
20150906:1900,856.7,47.61,29.21,1.52,0.0
20150906:2000,458.85,38.42,29.26,1.52,0.0
20150906:2100,458.32,27.84,29.22,1.66,0.0
20150906:2200,217.88,16.6,28.72,1.86,0.0
20150906:2300,23.97,5.16,27.38,1.79,0.0
20150907:0000,0.0,0.0,25.55,2.21,0.0
20150907:0100,0.0,0.0,24.33,2.41,0.0
20150907:0200,0.0,0.0,23.33,2.34,0.0
20150907:0300,0.0,0.0,22.46,2.0,0.0
20150907:0400,0.0,0.0,21.77,1.72,0.0
20150907:0500,0.0,0.0,21.0,1.66,0.0
20150907:0600,0.0,0.0,20.27,1.52,0.0
20150907:0700,0.0,0.0,19.7,1.59,0.0
20150907:0800,0.0,0.0,19.16,1.52,0.0
20150907:0900,0.0,0.0,18.77,1.59,0.0
20150907:1000,0.0,0.0,18.38,1.52,0.0
20150907:1100,15.3,3.09,18.08,1.45,0.0
20150907:1200,181.48,14.53,19.5,0.83,0.0
20150907:1300,422.89,25.82,23.09,0.9,0.0
20150907:1400,652.71,36.53,25.69,1.03,0.0
20150907:1500,840.71,45.97,28.02,1.1,0.0
20150907:1600,962.77,52.99,29.82,1.17,0.0
20150907:1700,1009.99,55.93,31.09,1.24,0.0
20150907:1800,975.84,53.76,32.0,1.38,0.0
20150907:1900,865.46,47.25,32.35,1.03,0.0
20150907:2000,687.66,38.09,32.2,1.38,0.0
20150907:2100,461.19,27.52,32.11,1.45,0.0
20150907:2200,218.59,16.29,31.65,1.59,0.0
20150907:2300,23.27,4.85,30.14,1.86,0.0
20150908:0000,0.0,0.0,28.11,2.34,0.0
20150908:0100,0.0,0.0,26.76,2.41,0.0
20150908:0200,0.0,0.0,25.68,2.28,0.0
20150908:0300,0.0,0.0,24.86,2.14,0.0
20150908:0400,0.0,0.0,24.23,2.0,0.0
20150908:0500,0.0,0.0,23.82,1.93,0.0
20150908:0600,0.0,0.0,23.29,1.86,0.0
20150908:0700,0.0,0.0,22.58,1.59,0.0
20150908:0800,0.0,0.0,21.97,1.45,0.0
20150908:0900,0.0,0.0,21.38,1.45,0.0
20150908:1000,0.0,0.0,20.86,1.31,0.0
20150908:1100,14.49,2.91,20.41,1.17,0.0
20150908:1200,182.46,14.36,22.02,0.62,0.0
20150908:1300,423.75,25.63,25.12,0.62,0.0
20150908:1400,655.17,36.31,27.72,0.76,0.0
20150908:1500,842.22,45.72,30.09,0.83,0.0
20150908:1600,964.41,52.67,31.84,1.17,0.0
